song_title,artist
L'Appart,Patrick Bruel
The Coming Of The King,Brian Free & Assurance
If You Don't Somebody Else Will,Carl Smith
Give It To Me,Grayson Capps
She ,The Misfits
Nevermind_ It's An Interview,Nirvana
Poesía De Amor,Café Quijano
Seventeen,Sex Pistols
Everything I Do,Knack
The Doug McComb Over,A Tundra
Dang Pyar Da ,Naseebo Lal
June 26th_ 1999 - Slight,Deep Puddle Dynamics
Micael,Juana Molina
Serus,Workhorse
Green Grows the Laurel,The Irish Rovers
Take Your Fingers From My Hair  ,Zebra
Borgia Liquor,Jerry Lewis
Gin House Blues,Bessie Smith
The Healer,Death SS
Intro,Lou Reed
Yo Te Camelo,Los Rumberos Catalanes
Duo Liu Yi Hui,Daniel Chan
En silence,Alain-François
Buzz's Jig,The Elders
My Last Date ,Skeeter Davis
BLEEDS NO MORE ,Silverstein
Mercury & Solace,BT
Rewind,All Girl Summer Fun Band
More Than I Can Take,Sugar Minott
Jump [Jacques Lu Cont Edit],Madonna
Judgement,The Bug Featuring Ricky Ranking
Blood On The Snow,Drexel
I'm Your Boogie Man,Cool Connection
Nuits Orientales,Jack Miles
The Kiss: Golden Coins,Philip Glass
Gud Har Ein Plan Med Ditt Liv,Mons Leidvin Takle
Everyone says i love you,The Marx Brothers
Poezie De Strada / Street Poetry,Bug Mafia
Junge Römer,Falco
Dark Horse,Converge
Tastes So Good To Me,Cross Country
Boxed In ,Hatebreed
Jam 4 U,Redman
In A Village Square,JennyAnyKind
Everybody Wants To Go To Heaven,Freddie Roulette
Real Playaz,3 Way Funk
The Last Thing On My Mind ,Noel Harrison
Never Again,Kelly Clarkson
Ladder Of Success,Skeeter Davis
Silence tells you all,Ino
Superbird,Neil Sedaka
Congo,Edmundo Ros
No. 284,Kali
Been Sick Lung,Eason Chan
Play,Jennifer Lopez
I Don't Want To Hear Any More,Eagles
"By My Spirit  ';""b""""Eden's Bridge""""",
A Means To An End [Live at Birmingham University] [2007 Re-mastered],Joy Division
The Shaskeen / Gan Ainm,Cherish The Ladies
Let It Be Me,Jerry Butler
Shooby ,Nicole C. Mullen
Santeleco,Luiz Bonfa
Que Vas A Hacer Conmigo,Los Auténticos Decadentes
Anyday,Amil
Apogee ,Paul Taylor
Get Me To The Church On Time,Shelly Manne
She cracked,Modern Lovers
The Remembrance Ballad ,Atreyu
Washboard Swing,Washboard Sam
The Book of Disquiet,Hey Colossus
Moon River,The London Pops Orchestra
Peyte Pivo Pennoe ,Kruger
The Earth Will Shake,Thrice
Gravedom,Goatwhore
Intro,DJ Godfather
Magnificent Obsession,Fehlfarben
Ghetto Child,Eric Burdon
Just Say Yes,Snow Patrol
Un vestido y un amor ,Andres Calamaro
Commercial Reign,Inspiral Carpets
Am I That Easy To Forget,Skeeter Davis
Some Love Like Yours,The Real Kids
Who Do You Love,The Kings
Teri Nau Ke Paune Teen,Daler Mehndi
White Christmas,The Statler Brothers
"Canyon';""b""""Vex'd""""",
Liu Zi Zhen Yan,Sammi Cheng
Battle Hymn Of The Republic,Mannheim Steamroller
Real World,Snowgoons
Supertouch/shitfit ,Hatebreed
Head Over Heels,Sylvia Tosun
Day Old Blues,Kings Of Leon
Son of Jack the Ripper,Screaming Lord Sutch
Boo Hoo,KT Tunstall
Rock Me Baby - Live,Hound Dog Taylor and The Houserockers
 Loving on My Mind,Tony Mathews
Para Que Recordar,La Billo_ Los Melódicos
What's Love Got to Do With It,The Chap
Take This Trail Trip Beside Me ,Janet Paschal
 Elle allait,La Bergère
Amigo mío,Memphis La Blusera
No Stopping Us [Eagles Ballroom Live Version],Jason Mraz
Each Time I Think Of You,CoCo Lee
Joe Sent Me,Vanessa Daou
Guard Your Grill ,Naughty By Nature
Bad Boy Willie,Gene Simmons
Freak Out,Erick Sermon
Photographs,James Newton Howard
Just A Pair Of Blue Eyes,Tex Williams
Dancing Shoes,Arctic Monkeys
Paid Vacation,Circle Jerks
No Me Llores Más,Sierra Maestra
Amie,Lonestar
Morgane regarde le ciel,SANSHIRO
Don't Let Go,Kofi
Dede De Montmartre,Albert Préjean
Cover For Me,Freddie McGregor
Tonight It's Just Me,Amber Nicholson
Walkin' In The Snow,Hank Penny & Sue Thompson
Soldiers Of Doomsday ,Winds Of Plague
Folly Ranking,Johnny Osbourne
Didn't You Notice,JennyAnyKind
Co Co My My,Poncho Sanchez
Praise His Name ,Jeff And Sheri Easter
Good Day,Britt Nicole
Midnight Hour,Tyrone Taylor
The Man with the Dogs,Dead Kennedys
Dark Inside,Al Duvall
All Your Love,John Mayall & The Bluesbreakers
July,Al DiMeola
Knuckle Up,Mykill Miers
At The Atlantis,Bad Brains
"10 $ Bill';""b""""Les Hurlements D'leo""""",
Candilejas,Los Iracundos
If A Woman Answers,Leroy Van Dyke
Get Together - Album Version,Randy Stonehill
"My Babe';""b""""Lightnin' Slim""""",
ABC ,Dora The Explorer
911-544,The Revolutionary Ensemble
Where Are You,Abbott & Chambers
Warm Embrace ,Twista & The Speedknot Mobstaz
If You Build A Better Mousetrap,Peggy Lee
Le poulet,Pierre Perret
See You On The Other Side,Ben Sidran
Over The Rainbow,David Arkenstone
United Blood ,Agnostic Front
All Mama Ever Wanted  ,Mark Lowry
Daydreaming the Color of Blood,Soilent Green
Killed By Love,Pursuit Of Happiness
Don't Mess With Cupid ,New York Dolls
No Safe Place,Pursuit Of Happiness
Ballo,Mathey
Boss-Eyed Whelk,Johnny Pearson
Kablammin' It,Long Beach Dub Allstars
Sex ,Elli Kokkinou
Le rire du sergent,Bézu
It's In The Book ,Shirley Caesar
The Windsor Tap Recap,Cotton Candy
Poultry in the Parlour / Rolling the Ryegrass,Séamus Egan
All My Life ,Venice
Rock Me  ,The Doors
De Mi Enamorate,Dyango
Beginner's Luck,Frank Chacksfield
The Devils Crown,KRS-One
Rock Star,Agnostic Front
Terminus,Photek
Life In Line,The Last Days Of Jesus
1st World Hypocrisy,Brainchoke
Lachen und weinen,2raumwohnung
Got To Keep On ,Cookie Crew
Woman Blue,Alice Stuart
Surfriendo El Castigo,Michael Salgado
Infantil ,Gonzalo Rubalcaba
It Feels So Good ,Twista
The Never-Ending Why,Placebo
Death Adventure,Pumpkin Buzzard
Come With Me,Tania Maria
Lost Tribe,Moving Ninja
Pretty Vacant,Sex Pistols
Please Hammer Don't Hurt 'Em,Evergreen Terrace
Ruta Del Coya,León Gieco
Keep It Like It Is,Louisa Mark
"Don't Want To"";""b""""Lil' Romeo""""",
Heartbreaker,Ray Charles
The Beginning ,Seal
Sparrow ,Noel Harrison
Sur L'autre rive,Annie Blanchard
Dear Friend,Shunza
Barsanova Brown ,Eddie Cano
Round and Round ,Prince & Tevin Campbell
That's The Way It Is,Sun Yan-Zi
Smoke! Smoke! Smoke! ,Tex Williams
Te Ando Buscando,Los Muñequitos De Matanzas
A una mamita,Carlos Embales - Cutumba
Wind And Water,Michael Gettel
The Universe is in the Oven,Cobra Killer
Suar Agung,Megadrums
La Montanara,Maria & Margot Hellwig/Thomas Lehrberger
Marie Marie,Wendo Kolosoy
The Roof Song,Mr Brown
Lost,Roger Sanchez
Mississippi Boweavil Blues,Charley Patton
In The Midnight Hour,Cross Country
You Found Me,The Fray
Eager ,Pete Philly & Perquisite
Nothing But Sky [Outro] ,Jaci Velasquez
Ride The Storm,Epitaph
"Someday My Luck Will Change';""b'Clarence """"Gatemouth"""" Brown'",
Vos plaintes_ vos regrets_ augmentent mon supplice,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos
Ulan Bator Girls,Leningrad Cowboys
Aneurysm,Nirvana
So Do I,Arthur Tracy
Ma Zui,Candy Lo
Interplanetary Party,Santana
Camino,Gipsy Kings
Help Me Make It Through the Night,Charley Pride
Al Final,KALIMBA
So In Love,Renee Rosnes
I Luv Dat Too,D.O.W.N.
Stir The Gift,Deitrick Haddon
The Beat Of My Heart,Eliane Elias
Doesn't Get Much Better,Kyle Riabko
Denise ,Chico Hamilton
Bye Bye,Vilma Palma e Vampiros
Dejaria Todo,Los Titanes
Resilience,Pariah
Trop De...,Ramses
The Milky Way,Ron Goodwin
Diamond In The Rough,Syl Johnson
Ojú!!! ,Las Niñas
Lefkes Selides,Anna Meliti
Sample Track 18,Simon Harris
Stereophonic Presentation - Process And Passion_ Pt. 4,Roger Reynolds
FRL. Nicol,Der Plan
Burbullas A Grella,Xose Manuel Budiño
Fathom Five,Mira
Clothes Of Sand,Solas
Please Come Back To Me - Live,Albert King
Eu E A Brisa ,Maysa
Fuck You,Norther
What Evil Lurks,The Prodigy
Nie Wieder ,Pyranja
Percutindo,Djalma Correa
Mutations,Salt The Wound
The Bravest Kids ,Rancid
Immortal_ Invisible,Glad
Magico,QBO
Caught In A Dream ,Alice Cooper
Banzai Washout,Way Out West
Quest for Oneness,Mikey Dread
"Life Deprived';""b""""Old Man's Child""""",
Did We Not Choose Each Other,Sophie B. Hawkins
It Feels Like Rain,Maria Muldaur
Mardi Gras Mambo ,Jo-El Sonnier
So So So,The Lord Henry
Genio Atrapado,Christina Aguilera
Matti Ja Teppo,Jope Ruonansuu
Heavy Waist Line,Tyrone Taylor
La vida ,Carlos Jimenez_ J Elvira_ Oliversam
So Ist Das Nun Mal,Andreas Dorau
Big Leg Woman Gets My Pay,Blind Boy Fuller
Travelin' Blues,Roy Brown
"Ain't No Right "";""b""""Jane's Addiction""""",
Het Spongebob Squarepants Lied,Spongebob Squarepants
Andale,Los Traileros Del Norte
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble
Bumbling Along,Nino Nardini
Brighten Your Night With My Day,James Taylor
Happy To Meet & Sorry To Part,Séamus Ennis
Pleas Made Against Stasis,AZ
The Anniversary Waltz,The Fureys
Take Me Down To LA,Lynette Schultz
Florida By the Sea - The Cocoanuts,The Marx Brothers
"We Have All The Time In The World';""b""""Fun Lovin' Criminals""""",
Aceite,Pantanito
It Won't Rain Always,Janet Paschal/Charlotte Ritchie/David Phelps
Mood Ring,Paul Thorn
Absolute,The Fray
Domingo Valdovinos,Los Originales De San Juan
Amor De Juventud,Pedro Aznar
Smpty spaces missing units,Pitch Black
Winding Down Again,The Cannanes
Bambenella d' 'o mercato,Gloriana
I Like The Way,Tommy James And The Shondells
Kill Me With Your Heart,Fastway
Da Shit,The Game
What You Made Me ,Ghost Machine
I Cant Fight This,Marco Demark feat. Peter Millwood
Wameru  ,Shelly Manne
We March To The Beat Of Indifferent Drum,NOFX
Te extraño porque te extraño,Carlos Baute
Momento De Amor,Pery Ribeiro
I'll Be There For You ,The Chinese
Nobody To Blame,Deborah Coleman
Almost Grown,Jesse Malin
Bonnie Kate / Jennie's Chickens ,Kevin Burke
Orbit,Megadrums
Stratus ,Moments In Grace
Intro,Erick Sermon
The Ocean ,Zebra
The Only One I Trust,City High
The Three X's,Electric O & Ishkan
To the Lions,Converge
Have U Own Things,Chico
Let's Stay Together ,RUN-DMC Featuring Jagged Edge
Studio Gangster,5th Ward Boyz
Timeless Spirals,Daniel Kobialka
"Alexander's Ragtime Band"";""b'Ray Conniff;Billy Butterfield'",
the Cool Down,Soul Ballet
I Like,Scheich
Time Is/Time Was,Brian Keane
Tokyo Freeze,iTAL tEK
Solemn,Scott Glasgow
Oh! Doctor,Luis Alberto Spinetta
Freak Break,Lady Saw
Praises,Andrae Crouch
Banjoreno,Dixieland Jug Blowers
Night Shift,Ashbrg
Them No Care,Super Cat
Let The Good Times Roll,Beres Hammond Feat. Natural Black
Gora Gora Badan,Daler Mehndi
Piroschka,Ruben Cossani
Le plaisir de perdre ,Étienne Daho
Patterns,Simon & Garfunkel
See you on Sunday,The Charms
Sheng Li Hu Huan,Steve Chou
Rock N' Roll,Indica
My Sweet Loving Man,Skeeter Davis
Wer Einmal 'A' Gesagt ,Marcie Blane
La Prétention De Rien,Pascal Obispo
Punkrock Livin',The Products
I'm Still In Love With You,T-Bone Walker
Make My Home Where I Hang My Hat,Johnny Copeland
Maybe,Janis Joplin
Backwater Blues,Sonny Terry / Brownie McGhee
Let's Make Love,JC Lodge
Cry,Kelly Clarkson
Without Him ,Mylon LeFevre
Wish I Hadn't Called Home,Dale Hawkins
When He Was On The Cross [I Was On His Mind],The Florida Boys
They Have a Name,The Chap
"Smile';""b""""K'Naan""""",
Who R Ya,Sick On The Bus
When I Fall In Love,T.G.Sheppard
Yellow Moon,Recluse
Doubt,The Cure
Right To Work,Chelsea
Declaration ,Kirk Franklin
Jesus,Gran Coquivacoa
Demain au menu,Pascal Lejeune
Arrete! Arrete! Elle me tue,Francis Dhomont
Amor A Mi,Ray Vega
Less Is More,Roni Size
Seni Unuturum,Ebru Gündes
A Little Louder,DJ Icey
Sucker,New Found Glory
Blackfoot Allstars,Blackfoot
She's A Go,Tum Tum / Double T / LiL Ronnie
"First You Cry';""b""""Lil' Band O' Gold""""",
Breakin' It,Mindy McCready
Too Big,Suzi Quatro
No You Girls,Franz Ferdinand
All the Way,Gloria
Silent Night,Old Soul
Just Between The Two Of Us,Charlie Louvin
Open ,Dub Pistols feat. TK & JMS
Excerpt Of A Speech By Marcus Mosiah Garvey,Buju Banton
King Of Pain,The Police
Any Wich Way ,Manjul
Shine On Your Shoes,Jerry Lewis
Se Viene,Bersuit Vergarabat
The Mystery Epoch,Loop Guru
All Night Long,Warrant
Kill Niggaz,Slick Rick
Was Ich Von Mir Denke,Der Plan
Check On It,Beyoncé feat. Slim Thug
Chateau Strut,Doyle Bramhall
Bonus Beats ,N.W.A.
Where Would You Start? ,Catherine Howe
Across The Universe,6CycleMind
Gut Rot,Fudge Tunnel
Push Push,Kat Deluna / Akon
Breakin' Dishes,Rihanna
We Heart Billville ,The Firesign Theatre
Lightning Breaks,Plasmatics
Call On The Father,Beres Hammond
Forever,Malefaction
Estroupele-Troupele. Muiñeira,Os Gaiteiros de Soutelo
Bruno Dika,Madilu System
Skit #2 ,Kanye West
Under The Bridges Of Paris,Percy Faith
Je Vous Revois_ Madame ,Maurice Chevalier
Nunca Sabras,KALIMBA
Colorblind,Hotwire
Go Tell It On The Mountain,Michelle Wright
We Got It ,Toby Love featuring Julio Voltio
Harda They Come,Gyptian
Amthran Na Bh Fiann ,The London Theatre Orchestra
A Boy Named Sue,Johnny Cash
Salvation,John Van Tongeren
Coup De Lune ,Jacques Higelin
Journey's End,Primordial
Si Je M'En Sors,Julie Zenatti
Instrumental Traditional,La Divina Pastora
The Order Of Death,Public Image Ltd
I Still Remember,John Pagano_ Burt Bacharach
I Just Knew,Kellie Coffey
When She Dances,Joe Bonamassa
Stardust,Henry Mancini
In The Good Old Summertime,Sophie Tucker
Each & Every Direction,Donna The Buffalo
Since You're In Love,Jesse Malin
Hey!,Laidback Luke & Diplo
Angel [Footsteps] ,Jeff Beck
Lost ,Various Production
All The Fools It Sees,Mitch Ryder & Engerling
Mauna Loa ,Cyril Pahinui
Michaelangelo,23rd Turnoff
Kui rebeneb taevas,Metsatöll
Variations On a Theme of Haendel_ Op.24: 17,Laura Mikkola
Pose No Threat,Lunasicc
Happy Halloween Anniversary,Dr. Elmo
It Ain't No Use,Z.Z. Hill
Mad About the Boy,The Radio Dept
Cryin',Aerosmith
Mass Destruction,Faithless
Silver Bells,Fontaine Sisters
I'm Thinking Tonight Of My Blue Eyes,Dolly Parton
We're Always Losing Blood,Evergreen Terrace
Caviglia,The Mars Volta
Los Brillantes Ojos del Angel ,Todos
Mean Streak,Y&T
El Chisme De La Cuchara,Los Munequitos de Matanzas
Morning at the hotel,Zbigniew Preisner
Letter To The King,The Game / Nas
La La,The Verve Pipe
God's Hands,The Oak Ridge Boys
T-Bone,T-Bone
When The Levee Breaks,W.A.S.P.
Yoga de Sensualite,David & Steve Gordon
Summer Sands ,Sharon Shannon_ Carol Keogh
Abstracted,Scar Symmetry
Polles Fores,Giorgos Tsalikis
Break My Mind,The Jordanaires
Man I Used To Be,K-OS
The west's awake,Tony Malone And The Rapparees
"Funky Butt';""b""""Rockin' Dopsie_ Jr._ The Zydeco Twisters""""",
Take Your Leave Of Me Baby,Doug MacLeod
If Ever I Would Leave You,London Theatre Orchestra
Páginas del Alma,Yolandita Monge
These Four Walls,Shawn Colvin
Baltech's Lament,The Lord Weird Slough Feg
Could You Be Love,Mariano Yanani
bereit,Panzer AG
Whiskey on the Fire,Aaron Watson
Saturday,T.O.K.
"1492';""b""""Scarlet's Remains""""",
Bee Sting Stings,Tullycraft
Guarare ,Ray Barretto
Warhead ,U.K. Subs
Los!,Vorstadtkinder
Head Hunter,Johnny Otis
Waltzing Matilda,Leon Berry
Conquer Me,Delroy Wilson
Nordfjorloftet,YGGDRASIL
Slaves & Bulldozers,Soundgarden
Loverman,Nick Cave & The Bad Seeds
No Angel ,Milk Inc.
E-mail From Nigeria,Dr. Elmo
Saxambando,Leo Gandelman
Ven a Mi,David Saylor
"Stompin' at the Savoy"";""b'Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley'",
Captain Fury,Pumpkin Buzzard
"The Firebird/Apparition de L'Oiseau de Feu_ poursuivi par Ivan Tsarévitch"";""b'Columbia Symphony Orchestra;Igor Stravinsky'",
Three Hearts In A Tangle,Roy Drusky
Amazing Grace,Jo-El Sonnier
Wild Card,Tex Williams
Erased,Annie Lennox
Standing On The Corner,Percy Faith & His Orchestra
Against My Will ,Brenda Lee
Holdin' On,Terry Callier
She kills,Cirrus
I See God,Johnny Nash
All I Want,Captain Hollywood Project
Hound Dog,Big Mama Thornton with Kansas Bill and his Orchestra
Worried Mind,Roy Drusky
Love Me,Jeanne Pruett
Je N'ai Plus Rien A Te Donner,Marc Lavoine
Comfortable,John Mayer
I Never Picked Cotton,Roy Rogers
Strange meeting,Ismael Dueñas
I Don't Know You People,Orbital
Nature Boy,Rick Astley
Monk In Wonderland  ,Grachan Moncur III
Gently ,Slipknot
Alligator Blues,Sylvester Weaver
Organic Echo ,Lester Bowie
Song For A Friend ,Jason Mraz
End Title/Animal Crackers,The Marx Brothers
Two Sweety People,Line Renaud - Dean Martin
Sunshine ,The Jeremy Spencer Band
Decimas,Carlos Vives
You Don't Get Much,BoDeans
Leave You In The Hands,The Jackson Southernaires
Beams Of Heaven,Clarence Fountain
Frigide,Caniche Hara-Kiri
Mostly Tha Voice ,Gang Starr
Miss Elaine,RUN-DMC
A Song For You ,Simply Red
What You Want [feat. Total] ,Mase
Bakwetu,Papa Wemba
Spiritual Passion ,Dexys Midnight Runners
Simple Man,Bad Company
Let's Lock The Door ,Jay & The Americans
Get It While You Can,Janis Joplin
Shrine  ,King Diamond
Too Much Stuff,Dave Brockie Experience
Message To A Friend,Pat Metheny / Charlie Haden
A Devil's Ransom ,Bury Your Dead
You're My Girl ,Rhinoceros
You Devil You,themselves
Floating ,Beat Pharmacy
Other Side Of Antarctica,Vangelis
Breathe Easy,Williamson
It Aint No Good To be Good ,Barbara Lynn
All I Can Do,Kane
Privilege of Evil ,Amorphis
Jah Jah Children,Sugar Minott
Break That Ice,Extrabreit
Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus ,Lionel Rogg
Don't Take Your Spirit Away,Deitrick Haddon
Siks oon mä suruinen,Erkki Junkkarinen
Your Recipe,Aswad
Lost Again,Bob Margolin
Women,The Plimsouls
Mailbox Arson,Alexisonfire
Highest State of Consciousness,Sabda Brahma
One Person At A Time,Jonny Lang
Vous Qui Passez Sans Me Voir,Line Renaud
Take My Hand,Ben Harper And The Blind Boys Of Alabama
Ninja Mental,Illya Kuryaki And The Valderramas
Un P'Tit Brin De Musette,André Verchuren
Ça S'est Passé Un Dimanche,Maurice Chevalier
And I Hear You Call,Amorphis
McHattie's Waltz,The Waybacks
Somewhere In Time,Dave Alvin
Going Strong ,Dropkick Murphys
Ain't Got Nothin' But The Blues ,Robben Ford
Single Ladies ,Beyoncé
Tony Yayo Explosion,G Unit feat. 50 Cent
Heavy Heart ,Josie
Dendemänner braucht das Land,Dendemann
Tu Me Desesperas,Adalberto Santiago
De la mano de un chulo,Mr. Kilombo
Manuel Santillán_ El León ,Los Fabulosos Cadillacs
The Plan ,Raze
Mélusine,Jean-Claude Darnal
It Seems Like A Dream,Yank Rachell
Break,Orbit
Lombrigas e os vermes,Eddie
Aattelepa ite,Jope Ruonansuu
part 2 - Winterlight,Stephan Micus
Posledny Buntar`,Kruger
Valentine's Day,V Sinizter
34 Blues,Charlie Patton
Bad Woman,Richard Hawley And Death Ramps_ Arctic Monkeys
Amoria,Hi-Fi Companions
Don't Matter,Akon
Laziest Gal In Town,Marlene Dietrich
Be Careful With A Fool,Johnny Winter
Have fi pray,Wilks featuring jah mason
Losers,J.J. Cale
Up Among The Heather,The Irish Rovers
Vera Begs Dylan,Angelo Badalamenti
Stuck In A Moment You can't Get Out Of,Mariano Yanani
Warung Beach,John Digweed
The True Beast,All Shall Persih
Games People Play,Bert Kaempfert And His Orchestra
Answer The Call ,White Heart
Don't Ever ,Missy Higgins
Wonderful One,Vanessa Bell Armstrong
A Bundle Of Dreams,Tommy Sands
Fly Away From Here  ,Dropline
The Lone Prairie,King Curtis
Roter Rolls Royce,Ideal
When We All Get To Heaven,The Jackson Southernaires
Baby Here I Am,Midnight Fish
When The Moon Comes Up Wild,Tijuana Hercules
Music Is The Healing Force Of The Universe,Albert Ayler
In This Legacy,Monty Are I
Adagio ,Mariano Yanani
Bad People,Casiotone For The Painfully Alone
Soul makossa,Fania All Stars
Death Of A Nation,Anti-Flag
The Sector of Foliage,Pumpkin Buzzard
Eight More Miles To Louisville,Jim Kweskin
How Deep The Father's Love For Us,Kathy Troccoli
If I Was Your Woman,Alicia Keys
Tombé Pour Elle ,Pascal Obispo
Witchcraft,Beherit
Jump In My Bed,Rooney
Masuwa,Les Bantous De La Capitale
Groovin',Jan Wayne
Pastas Y Vino,Los Auténticos Decadentes
Again And Again,The Unborn Chikken Voices
Clown,Mariah Carey
Prophecy,Jimmy Riley
Frou-frou,Bézu
Tic,Helmet
World On Wheels,Dilated Peoples
Erinnerung an die Meseta,Steinwolke
Try to live,Die Bandbreite
Turn Me Around,Drouz
Dawg Call ,12 Gauge
Full House,Alan Silvestri
Hoop of Flame ,Mind Furniture
Stay Down Here Where You Belong,Tiny Tim
Mahafinaritra,Rajery
Bodhrán Solo,Mick Moloney
Proibida Pra Mim ,Zeca Baleiro
Cracking Under Pressure 83,Joe Grushecky
Amigo ,Yahir
Chime,Shapeshifters
We Gotta Talk,Jennifer Lopez
Todo Tiene Su Fin,Dyango
Jenny Says,Cowboy Mouth
Bag á l'ame,Cristina Pato - Mutenrohi
Livin in the Jungle,Mikey Dread
Affliction,AFI
Chiaroscuro,Francis Dhomont
Split Part One,Groundhogs
Givin' It Back,Capital Tax
Blood Children  ,Atreyu
The Woman I Need ,Johnny Horton
Key To The Highway,Freddie King
Natural High ,Ms. Dynamite
Georgia,Cartel
Balle Balle,Sukhbir
Fire Alarm,Anneli Drecker
Passage To Melilla,Pyrolator
Plejersko ponasanje,Beogradski Sindikat
Someday Baby,Otis Spann
Goodtime Charlie's Got The Blues,Johnny Carver
Mihodina ny tany,Rajery
What It Ain't,Josh Turner
Never Be ,Bomb Squad
Hole In My Head,Dixie Chicks
